delivery_id,order_id,pincode,delivery_success,transit_hours,quality_complaint,temperature_breach,is_rural
DEL000044,ORD000044,500002,False,47,False,False,False
DEL000045,ORD000045,560001,True,68,False,False,True
DEL000046,ORD000046,600001,True,59,False,False,False
DEL000047,ORD000047,560001,False,63,False,False,True
DEL000048,ORD000048,110001,True,80,True,False,False
DEL000049,ORD000049,226001,True,49,False,False,True
DEL000050,ORD000050,110001,True,54,False,False,False
DEL000051,ORD000051,500003,True,75,False,False,False
DEL000052,ORD000052,110002,True,70,False,False,False
DEL000053,ORD000053,110002,True,92,False,False,False
DEL000054,ORD000054,600002,True,74,False,False,False
DEL000055,ORD000055,110001,True,57,False,False,False
DEL000056,ORD000056,110001,True,10,False,False,False
DEL000057,ORD000057,560001,True,80,False,False,True
DEL000058,ORD000058,700001,True,7,False,False,True
DEL000059,ORD000059,110001,False,30,False,False,False
DEL000060,ORD000060,500003,True,33,True,False,False
DEL000061,ORD000061,600002,True,4,False,False,False
DEL000062,ORD000062,500001,False,5,False,False,False
DEL000063,ORD000063,500001,True,19,False,False,False
DEL000064,ORD000064,226001,True,57,False,False,True
DEL000065,ORD000065,226001,True,11,False,False,True
DEL000066,ORD000066,500001,True,56,False,False,False
DEL000067,ORD000067,700001,True,34,False,False,True
DEL000068,ORD000068,226001,False,11,True,False,True
DEL000069,ORD000069,500002,True,39,False,False,False
DEL000070,ORD000070,226001,True,79,False,True,True
DEL000071,ORD000071,500001,True,69,False,True,False
DEL000072,ORD000072,600002,True,71,False,False,False
DEL000073,ORD000073,560001,False,75,False,False,True
DEL000074,ORD000074,600002,False,95,False,False,False
DEL000075,ORD000075,600002,True,85,False,False,False
DEL000076,ORD000076,226001,True,83,True,False,True
DEL000077,ORD000077,500002,True,13,False,False,False
DEL000078,ORD000078,110002,True,94,True,False,False
DEL000079,ORD000079,500001,True,22,False,False,False
DEL000080,ORD000080,500002,True,15,False,False,False
DEL000081,ORD000081,600002,True,82,True,False,False
DEL000082,ORD000082,110002,True,35,True,False,False
DEL000083,ORD000083,110002,True,82,False,False,False
DEL000084,ORD000084,560001,False,71,False,False,True
DEL000085,ORD000085,110001,True,31,False,False,False
DEL000086,ORD000086,500003,True,67,False,False,False
DEL000087,ORD000087,560001,True,72,True,True,True
DEL000088,ORD000088,500001,True,29,True,False,False
DEL000089,ORD000089,500003,False,38,False,False,False
DEL000090,ORD000090,560001,True,79,False,False,True
DEL000091,ORD000091,500003,True,66,False,True,False
DEL000092,ORD000092,600002,False,70,False,False,False
DEL000093,ORD000093,600002,True,77,False,False,False
DEL000094,ORD000094,110002,False,15,False,False,False
DEL000095,ORD000095,600001,True,16,False,False,False
DEL000096,ORD000096,226001,False,87,False,False,True
DEL000097,ORD000097,500002,True,39,False,False,False
DEL000098,ORD000098,500002,False,60,False,False,False
DEL000099,ORD000099,110002,True,54,False,True,False
DEL000100,ORD000100,500003,True,45,False,False,False
DEL000101,ORD000101,226001,True,86,False,False,True
DEL000102,ORD000102,500002,False,82,False,False,False
DEL000103,ORD000103,600002,True,4,False,False,False
DEL000104,ORD000104,500002,True,36,False,False,False
DEL000105,ORD000105,600002,True,84,True,False,False
DEL000106,ORD000106,560001,False,78,True,True,True
DEL000107,ORD000107,110001,True,84,False,False,False
DEL000108,ORD000108,500001,False,11,False,False,False
DEL000109,ORD000109,226001,True,1,True,False,True
DEL000110,ORD000110,110002,False,70,False,False,False
DEL000111,ORD000111,600001,True,16,True,False,False
DEL000112,ORD000112,600001,True,55,False,False,False
DEL000113,ORD000113,700001,True,53,False,False,True
DEL000114,ORD000114,226001,True,64,False,False,True
DEL000115,ORD000115,110001,True,24,False,False,False
DEL000116,ORD000116,226001,True,63,False,False,True
DEL000117,ORD000117,110002,True,75,False,False,False
DEL000118,ORD000118,500002,True,66,True,False,False
DEL000119,ORD000119,500003,True,88,False,False,False
DEL000120,ORD000120,226001,False,52,False,False,True
DEL000121,ORD000121,500001,True,4,False,False,False
DEL000122,ORD000122,600002,True,66,True,False,False
DEL000123,ORD000123,110002,True,40,False,False,False
DEL000124,ORD000124,110001,True,73,False,False,False
DEL000125,ORD000125,110001,False,40,True,True,False
DEL000126,ORD000126,110001,False,83,False,False,False
DEL000127,ORD000127,600001,False,39,False,False,False
DEL000128,ORD000128,110002,True,82,False,False,False
DEL000129,ORD000129,110001,True,9,False,False,False
DEL000130,ORD000130,600002,True,44,False,False,False
DEL000131,ORD000131,110002,False,29,False,False,False
DEL000132,ORD000132,110002,False,81,False,False,False
DEL000133,ORD000133,500002,True,51,False,False,False
DEL000134,ORD000134,600002,True,5,False,False,False
DEL000135,ORD000135,110002,True,39,False,False,False
DEL000136,ORD000136,560001,True,91,False,False,True
DEL000137,ORD000137,700001,True,44,False,False,True
DEL000138,ORD000138,600001,True,15,False,False,False
DEL000139,ORD000139,600002,True,89,False,False,False
DEL000140,ORD000140,560001,True,62,True,True,True
DEL000141,ORD000141,560001,False,85,False,False,True
DEL000142,ORD000142,500002,True,40,False,False,False
DEL000143,ORD000143,500001,True,27,False,False,False
DEL000144,ORD000144,226001,True,87,False,False,True
DEL000145,ORD000145,226001,True,18,False,False,True
DEL000146,ORD000146,600001,True,78,False,False,False
DEL000147,ORD000147,500002,True,13,False,False,False
DEL000148,ORD000148,226001,True,41,False,False,True
DEL000149,ORD000149,500003,False,85,False,False,False
DEL000150,ORD000150,500002,True,52,False,True,False
DEL000151,ORD000151,600001,True,90,False,False,False
DEL000152,ORD000152,560001,True,58,True,False,True
DEL000153,ORD000153,700001,False,34,False,False,True
DEL000154,ORD000154,110002,True,71,False,False,False
DEL000155,ORD000155,500002,True,2,False,False,False
DEL000156,ORD000156,110002,False,78,False,False,False
DEL000157,ORD000157,226001,False,46,False,False,True
DEL000158,ORD000158,110001,True,8,False,False,False
DEL000159,ORD000159,600001,True,62,True,True,False
DEL000160,ORD000160,500001,True,92,False,False,False
DEL000161,ORD000161,226001,False,74,False,False,True
DEL000162,ORD000162,226001,True,19,False,False,True
DEL000163,ORD000163,500001,True,93,True,False,False
DEL000164,ORD000164,110001,True,16,False,False,False
DEL000165,ORD000165,110002,False,33,False,False,False
DEL000166,ORD000166,500001,True,70,False,False,False
DEL000167,ORD000167,500002,True,45,False,False,False
DEL000168,ORD000168,700001,False,76,False,False,True
DEL000169,ORD000169,226001,True,91,False,False,True
DEL000170,ORD000170,600001,True,51,False,True,False
DEL000171,ORD000171,600001,True,65,False,False,False
DEL000172,ORD000172,226001,False,19,False,False,True
DEL000173,ORD000173,110001,True,88,False,True,False
DEL000174,ORD000174,600002,True,90,False,False,False
DEL000175,ORD000175,700001,True,71,False,False,True
DEL000176,ORD000176,500003,True,71,False,False,False
DEL000177,ORD000177,560001,False,23,False,False,True
DEL000178,ORD000178,500001,True,8,False,False,False
DEL000179,ORD000179,110002,True,6,True,True,False
DEL000180,ORD000180,560001,True,41,False,False,True
DEL000181,ORD000181,700001,True,55,False,False,True
DEL000182,ORD000182,226001,True,1,False,False,True
DEL000183,ORD000183,500001,True,1,False,False,False
DEL000184,ORD000184,500001,True,60,False,False,False
DEL000185,ORD000185,560001,True,89,False,False,True
DEL000186,ORD000186,500002,True,13,False,False,False
DEL000187,ORD000187,110001,True,25,True,False,False
DEL000188,ORD000188,560001,True,16,False,False,True
DEL000189,ORD000189,226001,True,48,False,False,True
DEL000190,ORD000190,110001,True,15,False,False,False
DEL000191,ORD000191,700001,True,35,False,False,True
DEL000192,ORD000192,560001,True,39,False,False,True
DEL000193,ORD000193,110002,True,75,False,False,False
DEL000194,ORD000194,600002,True,49,False,False,False
DEL000195,ORD000195,500001,True,86,False,False,False
DEL000196,ORD000196,500002,True,19,False,False,False
DEL000197,ORD000197,500002,True,4,False,False,False
DEL000198,ORD000198,500001,True,50,False,False,False
DEL000199,ORD000199,600002,True,56,False,False,False
DEL000200,ORD000200,500003,True,89,False,False,False
DEL000201,ORD000201,560001,True,6,False,False,True
DEL000202,ORD000202,500002,True,91,False,False,False
DEL000203,ORD000203,500003,True,2,True,False,False
DEL000204,ORD000204,700001,True,47,False,False,True
DEL000205,ORD000205,500002,False,75,False,False,False
DEL000206,ORD000206,700001,False,74,False,False,True
DEL000207,ORD000207,700001,False,21,False,False,True
DEL000208,ORD000208,500003,True,82,True,False,False
DEL000209,ORD000209,600002,True,6,True,False,False
DEL000210,ORD000210,226001,True,45,True,False,True
DEL000211,ORD000211,500002,True,80,False,False,False
DEL000212,ORD000212,500001,True,83,False,False,False
DEL000213,ORD000213,500003,False,61,False,False,False
DEL000214,ORD000214,560001,True,95,False,True,True
DEL000215,ORD000215,500002,True,81,False,False,False
DEL000216,ORD000216,600002,True,12,False,False,False
DEL000217,ORD000217,600001,True,84,False,False,False
DEL000218,ORD000218,700001,True,24,False,False,True
DEL000219,ORD000219,226001,True,9,False,False,True
DEL000220,ORD000220,600002,True,56,False,False,False
DEL000221,ORD000221,500001,True,46,False,False,False
DEL000222,ORD000222,110002,True,86,True,True,False
DEL000223,ORD000223,700001,True,30,False,True,True
DEL000224,ORD000224,110001,True,50,False,False,False
DEL000225,ORD000225,226001,True,61,True,False,True
DEL000226,ORD000226,560001,True,7,False,False,True
DEL000227,ORD000227,700001,True,15,False,False,True
DEL000228,ORD000228,110002,True,65,True,True,False
DEL000229,ORD000229,600002,True,15,False,False,False
DEL000230,ORD000230,500003,True,18,False,False,False
DEL000231,ORD000231,600001,True,21,False,False,False
DEL000232,ORD000232,600001,True,47,False,False,False
DEL000233,ORD000233,110002,True,65,False,False,False
DEL000234,ORD000234,700001,False,75,False,False,True
DEL000235,ORD000235,500002,True,16,False,False,False
DEL000236,ORD000236,226001,True,34,False,False,True
DEL000237,ORD000237,500002,True,80,False,False,False
DEL000238,ORD000238,600001,True,75,False,False,False
DEL000239,ORD000239,560001,False,9,False,False,True
DEL000240,ORD000240,226001,False,4,False,False,True
DEL000241,ORD000241,500001,True,66,False,False,False
DEL000242,ORD000242,110001,False,60,False,False,False
DEL000243,ORD000243,500001,True,22,False,False,False
DEL000244,ORD000244,700001,False,6,False,False,True
DEL000245,ORD000245,600002,True,29,False,False,False
DEL000246,ORD000246,500003,True,12,False,False,False
DEL000247,ORD000247,500001,True,69,False,False,False
DEL000248,ORD000248,600001,False,18,False,False,False
DEL000249,ORD000249,226001,True,66,True,False,True
DEL000250,ORD000250,110001,True,23,True,False,False
DEL000251,ORD000251,560001,False,42,False,False,True
DEL000252,ORD000252,700001,False,33,False,False,True
DEL000253,ORD000253,600001,True,64,False,False,False
DEL000254,ORD000254,600002,True,5,False,False,False
DEL000255,ORD000255,560001,False,31,False,False,True
DEL000256,ORD000256,500003,True,61,False,True,False
DEL000257,ORD000257,600001,True,14,False,True,False
DEL000258,ORD000258,226001,True,52,False,False,True
DEL000259,ORD000259,110001,True,5,False,False,False
DEL000260,ORD000260,600002,True,22,False,False,False
DEL000261,ORD000261,560001,False,22,False,False,True
DEL000262,ORD000262,226001,True,28,False,False,True
DEL000263,ORD000263,500002,True,61,False,False,False
DEL000264,ORD000264,700001,False,9,False,False,True
DEL000265,ORD000265,500001,True,92,False,False,False
DEL000266,ORD000266,500002,False,67,False,False,False
DEL000267,ORD000267,560001,True,39,False,True,True
DEL000268,ORD000268,560001,False,90,False,False,True
DEL000269,ORD000269,560001,True,78,False,False,True
DEL000270,ORD000270,500002,True,65,False,False,False
DEL000271,ORD000271,560001,True,10,False,False,True
DEL000272,ORD000272,600002,True,31,True,False,False
DEL000273,ORD000273,600001,True,48,False,False,False
DEL000274,ORD000274,500002,True,49,False,False,False
DEL000275,ORD000275,700001,True,81,True,False,True
DEL000276,ORD000276,500003,True,37,False,False,False
DEL000277,ORD000277,600002,False,68,False,False,False
DEL000278,ORD000278,600001,True,4,False,False,False
DEL000279,ORD000279,700001,True,79,False,False,True
DEL000280,ORD000280,600001,True,36,False,False,False
DEL000281,ORD000281,600002,False,84,True,False,False
DEL000282,ORD000282,560001,True,34,False,False,True
DEL000283,ORD000283,600001,True,76,False,False,False
DEL000284,ORD000284,500002,True,8,False,False,False
DEL000285,ORD000285,226001,True,36,False,False,True
DEL000286,ORD000286,500002,True,30,True,False,False
DEL000287,ORD000287,226001,True,37,True,False,True
DEL000288,ORD000288,700001,False,25,False,False,True
DEL000289,ORD000289,226001,True,78,False,False,True
DEL000290,ORD000290,110001,False,33,False,False,False
DEL000291,ORD000291,500001,True,82,False,False,False
DEL000292,ORD000292,226001,True,28,True,False,True
DEL000293,ORD000293,500002,True,6,False,False,False
DEL000294,ORD000294,700001,False,59,False,False,True
DEL000295,ORD000295,560001,True,95,False,False,True
DEL000296,ORD000296,700001,True,88,False,False,True
DEL000297,ORD000297,110001,True,24,True,False,False
DEL000298,ORD000298,500003,False,16,False,False,False
DEL000299,ORD000299,600001,True,52,False,True,False
DEL000300,ORD000300,110002,True,61,True,False,False
DEL000301,ORD000301,560001,True,51,False,False,True
DEL000302,ORD000302,226001,True,5,False,True,True
DEL000303,ORD000303,700001,True,70,False,False,True
DEL000304,ORD000304,226001,True,41,False,False,True
DEL000305,ORD000305,560001,True,74,False,False,True
DEL000306,ORD000306,500002,True,87,False,False,False
DEL000307,ORD000307,500002,True,59,False,False,False
DEL000308,ORD000308,600002,False,73,False,False,False
DEL000309,ORD000309,500002,True,60,False,False,False
DEL000310,ORD000310,500001,True,5,False,False,False
DEL000311,ORD000311,226001,True,82,False,False,True
DEL000312,ORD000312,600001,False,65,False,False,False
DEL000313,ORD000313,500001,False,40,False,False,False
DEL000314,ORD000314,600001,True,82,False,False,False
DEL000315,ORD000315,600001,True,42,False,False,False
DEL000316,ORD000316,110001,True,41,False,False,False
DEL000317,ORD000317,226001,False,63,False,False,True
DEL000318,ORD000318,600002,True,28,False,False,False
DEL000319,ORD000319,700001,True,43,False,False,True
DEL000320,ORD000320,226001,True,25,False,False,True
DEL000321,ORD000321,560001,True,76,False,False,True
DEL000322,ORD000322,110001,True,80,True,False,False
DEL000323,ORD000323,110001,False,56,True,False,False
DEL000324,ORD000324,110001,True,7,False,True,False
DEL000325,ORD000325,600001,False,49,False,False,False
DEL000326,ORD000326,600002,True,89,False,False,False
DEL000327,ORD000327,600001,False,61,False,False,False
DEL000328,ORD000328,500002,True,77,False,False,False
DEL000329,ORD000329,600002,True,19,False,False,False
DEL000330,ORD000330,500001,True,43,True,False,False
DEL000331,ORD000331,700001,True,54,False,False,True
DEL000332,ORD000332,226001,True,25,False,False,True
DEL000333,ORD000333,700001,False,24,False,False,True
DEL000334,ORD000334,700001,True,45,False,False,True
DEL000335,ORD000335,500002,True,64,False,False,False
DEL000336,ORD000336,500003,True,68,True,False,False
DEL000337,ORD000337,560001,True,62,False,False,True
DEL000338,ORD000338,500002,True,9,False,False,False
DEL000339,ORD000339,110001,False,78,False,False,False
DEL000340,ORD000340,700001,True,89,False,False,True
DEL000341,ORD000341,110002,True,14,False,False,False
DEL000342,ORD000342,500003,True,74,False,True,False
DEL000343,ORD000343,560001,True,87,False,False,True
DEL000344,ORD000344,700001,True,75,False,False,True
DEL000345,ORD000345,600002,True,82,False,False,False
DEL000346,ORD000346,560001,True,21,False,False,True
DEL000347,ORD000347,560001,True,94,False,False,True
DEL000348,ORD000348,500001,False,90,False,False,False
DEL000349,ORD000349,500002,False,87,False,False,False
DEL000350,ORD000350,110002,True,36,False,False,False
DEL000351,ORD000351,500001,True,16,False,False,False
DEL000352,ORD000352,600001,False,30,False,False,False
DEL000353,ORD000353,110002,True,73,False,False,False
DEL000354,ORD000354,226001,True,75,False,False,True
DEL000355,ORD000355,600002,True,24,False,True,False
DEL000356,ORD000356,500002,True,72,False,False,False
DEL000357,ORD000357,500003,True,89,False,False,False
DEL000358,ORD000358,560001,False,9,False,False,True
DEL000359,ORD000359,500001,True,2,False,False,False
DEL000360,ORD000360,600002,True,71,False,False,False
DEL000361,ORD000361,500003,True,72,False,False,False
DEL000362,ORD000362,700001,False,72,True,False,True
DEL000363,ORD000363,110001,True,53,False,False,False
DEL000364,ORD000364,600002,True,86,False,False,False
DEL000365,ORD000365,500003,False,43,False,False,False
DEL000366,ORD000366,600001,True,66,False,False,False
DEL000367,ORD000367,560001,True,68,True,False,True
DEL000368,ORD000368,500001,True,83,True,False,False
DEL000369,ORD000369,110002,True,5,True,False,False
DEL000370,ORD000370,500001,True,61,False,False,False
DEL000371,ORD000371,500001,True,60,False,False,False
DEL000372,ORD000372,600001,True,59,False,False,False
DEL000373,ORD000373,500002,True,60,False,False,False
DEL000374,ORD000374,500001,True,79,False,False,False
DEL000375,ORD000375,560001,False,71,False,False,True
DEL000376,ORD000376,226001,True,76,False,False,True
DEL000377,ORD000377,226001,False,39,False,False,True
DEL000378,ORD000378,110002,True,76,False,False,False
DEL000379,ORD000379,700001,True,25,False,False,True
DEL000380,ORD000380,500002,True,7,False,True,False
DEL000381,ORD000381,226001,False,73,False,False,True
DEL000382,ORD000382,226001,True,4,False,False,True
DEL000383,ORD000383,110001,True,14,False,False,False
DEL000384,ORD000384,500003,True,30,False,False,False
DEL000385,ORD000385,600002,True,7,False,False,False
DEL000386,ORD000386,700001,True,59,False,False,True
DEL000387,ORD000387,500003,True,73,False,False,False
DEL000388,ORD000388,700001,True,71,False,False,True
DEL000389,ORD000389,560001,True,47,False,False,True
DEL000390,ORD000390,226001,True,74,False,False,True
DEL000391,ORD000391,700001,True,2,False,False,True
DEL000392,ORD000392,500002,True,11,False,False,False
DEL000393,ORD000393,600001,True,9,False,False,False
DEL000394,ORD000394,500003,True,6,False,True,False
DEL000395,ORD000395,110001,True,22,False,False,False
DEL000396,ORD000396,560001,False,14,False,False,True
DEL000397,ORD000397,110002,True,16,False,False,False
DEL000398,ORD000398,500002,True,83,False,False,False
DEL000399,ORD000399,600002,False,6,False,False,False
DEL000400,ORD000400,600001,True,77,True,False,False
DEL000401,ORD000401,500001,True,3,False,False,False
DEL000402,ORD000402,600002,True,93,False,False,False
DEL000403,ORD000403,600002,False,52,False,False,False
DEL000404,ORD000404,600002,True,53,False,False,False
DEL000405,ORD000405,500003,True,35,False,False,False
DEL000406,ORD000406,500001,True,34,False,False,False
DEL000407,ORD000407,226001,False,15,False,False,True
DEL000408,ORD000408,110002,True,61,False,False,False
DEL000409,ORD000409,700001,True,92,False,False,True
DEL000410,ORD000410,226001,True,13,False,False,True
DEL000411,ORD000411,110001,True,64,False,False,False
DEL000412,ORD000412,600001,True,47,False,False,False
DEL000413,ORD000413,600002,True,12,False,False,False
DEL000414,ORD000414,500003,False,33,False,False,False
DEL000415,ORD000415,600001,True,59,False,False,False
DEL000416,ORD000416,226001,False,85,True,False,True
DEL000417,ORD000417,500003,True,44,False,False,False
DEL000418,ORD000418,226001,True,46,False,False,True
DEL000419,ORD000419,110002,True,59,False,False,False
DEL000420,ORD000420,600001,True,6,False,False,False
DEL000421,ORD000421,226001,True,94,False,False,True
DEL000422,ORD000422,110001,True,40,False,False,False
DEL000423,ORD000423,560001,True,78,True,False,True
DEL000424,ORD000424,560001,True,91,False,False,True
DEL000425,ORD000425,110001,True,57,False,False,False
DEL000426,ORD000426,700001,True,5,False,False,True
DEL000427,ORD000427,110001,True,20,False,False,False
DEL000428,ORD000428,700001,True,82,False,False,True
DEL000429,ORD000429,110001,False,77,False,False,False
DEL000430,ORD000430,700001,True,43,False,False,True
DEL000431,ORD000431,560001,False,62,False,False,True
DEL000432,ORD000432,110002,True,14,False,False,False
DEL000433,ORD000433,560001,True,67,True,True,True
DEL000434,ORD000434,600001,True,33,False,False,False
DEL000435,ORD000435,110002,False,73,False,False,False
DEL000436,ORD000436,500002,False,32,False,False,False
DEL000437,ORD000437,500003,True,50,False,True,False
DEL000438,ORD000438,500003,False,8,False,False,False
DEL000439,ORD000439,600002,False,20,False,False,False
DEL000440,ORD000440,600001,True,24,False,False,False
DEL000441,ORD000441,500001,True,40,True,False,False
DEL000442,ORD000442,110002,True,18,False,False,False
DEL000443,ORD000443,226001,False,87,False,False,True
DEL000444,ORD000444,500002,True,69,True,False,False
DEL000445,ORD000445,560001,True,17,False,False,True
DEL000446,ORD000446,600001,True,33,False,False,False
DEL000447,ORD000447,226001,True,17,False,False,True
DEL000448,ORD000448,600002,True,23,False,False,False
DEL000449,ORD000449,600001,False,78,False,False,False
DEL000450,ORD000450,600001,True,72,False,True,False
DEL000451,ORD000451,110001,True,5,False,False,False
DEL000452,ORD000452,600002,True,7,False,False,False
DEL000453,ORD000453,110001,False,65,False,False,False
DEL000454,ORD000454,500002,True,8,False,False,False
DEL000455,ORD000455,500001,False,68,False,False,False
DEL000456,ORD000456,500003,True,46,False,False,False
DEL000457,ORD000457,226001,True,43,False,False,True
DEL000458,ORD000458,560001,False,88,True,False,True
DEL000459,ORD000459,500001,True,88,False,False,False
DEL000460,ORD000460,560001,True,13,False,False,True
DEL000461,ORD000461,500002,True,50,True,True,False
DEL000462,ORD000462,226001,True,51,True,False,True
DEL000463,ORD000463,600001,False,82,False,False,False
DEL000464,ORD000464,500003,True,45,False,False,False
DEL000465,ORD000465,500001,True,28,True,False,False
DEL000466,ORD000466,560001,False,36,False,False,True
DEL000467,ORD000467,500001,False,14,False,False,False
DEL000468,ORD000468,110002,True,29,False,False,False
DEL000469,ORD000469,500003,True,4,False,False,False
DEL000470,ORD000470,500003,True,93,False,False,False
DEL000471,ORD000471,700001,True,79,False,False,True
DEL000472,ORD000472,560001,True,20,False,False,True
DEL000473,ORD000473,226001,True,39,False,False,True
DEL000474,ORD000474,500003,True,33,True,False,False
DEL000475,ORD000475,700001,False,17,False,False,True
DEL000476,ORD000476,110001,True,46,False,False,False
DEL000477,ORD000477,500003,True,27,False,False,False
DEL000478,ORD000478,110002,True,35,False,False,False
DEL000479,ORD000479,600001,True,6,False,False,False
DEL000480,ORD000480,110001,True,85,False,False,False
DEL000481,ORD000481,500002,True,38,False,False,False
DEL000482,ORD000482,700001,True,86,True,False,True
DEL000483,ORD000483,500003,False,57,False,False,False
DEL000484,ORD000484,226001,True,65,False,False,True
DEL000485,ORD000485,600001,True,32,False,True,False
DEL000486,ORD000486,700001,False,8,False,False,True
DEL000487,ORD000487,110002,True,61,False,False,False
DEL000488,ORD000488,500002,True,22,False,False,False
DEL000489,ORD000489,500001,True,13,True,False,False
DEL000490,ORD000490,110002,False,58,False,False,False
DEL000491,ORD000491,500002,True,70,False,False,False
DEL000492,ORD000492,110001,True,55,False,False,False
DEL000493,ORD000493,110001,True,59,False,False,False
DEL000494,ORD000494,600002,False,39,False,False,False
DEL000495,ORD000495,500002,True,93,False,False,False
DEL000496,ORD000496,700001,True,21,False,False,True
DEL000497,ORD000497,500001,True,43,False,False,False
DEL000498,ORD000498,226001,True,82,False,True,True
DEL000499,ORD000499,500001,False,67,False,False,False
DEL000500,ORD000500,500002,True,90,False,False,False
DEL000501,ORD000501,560001,True,50,False,False,True
DEL000502,ORD000502,600002,True,57,False,False,False
DEL000503,ORD000503,500003,True,5,False,False,False
DEL000504,ORD000504,600001,False,77,False,False,False
DEL000505,ORD000505,600001,True,53,False,False,False
DEL000506,ORD000506,700001,True,1,True,False,True
DEL000507,ORD000507,600002,True,6,False,True,False
DEL000508,ORD000508,600001,False,91,False,True,False
DEL000509,ORD000509,110002,True,77,False,False,False
DEL000510,ORD000510,110001,True,67,False,False,False
DEL000511,ORD000511,500002,True,17,False,False,False
DEL000512,ORD000512,600001,True,78,False,False,False
DEL000513,ORD000513,500003,True,83,True,False,False
DEL000514,ORD000514,700001,False,73,False,True,True
DEL000515,ORD000515,110001,True,78,True,False,False
DEL000516,ORD000516,500002,True,40,True,False,False
DEL000517,ORD000517,600002,True,1,False,False,False
DEL000518,ORD000518,110001,True,81,False,False,False
DEL000519,ORD000519,500001,True,71,False,False,False
DEL000520,ORD000520,226001,False,13,False,False,True
DEL000521,ORD000521,110001,True,95,False,False,False
DEL000522,ORD000522,500003,False,83,False,False,False
DEL000523,ORD000523,560001,True,45,False,True,True
DEL000524,ORD000524,600002,True,57,True,False,False
DEL000525,ORD000525,110001,True,15,False,False,False
DEL000526,ORD000526,600001,False,29,False,False,False
DEL000527,ORD000527,500001,False,48,False,True,False
DEL000528,ORD000528,600001,True,61,False,False,False
DEL000529,ORD000529,226001,False,87,False,False,True
DEL000530,ORD000530,600001,False,23,False,False,False
DEL000531,ORD000531,600001,True,68,False,True,False
DEL000532,ORD000532,500003,True,80,True,False,False
DEL000533,ORD000533,500003,True,50,False,False,False
DEL000534,ORD000534,500001,True,52,False,False,False
DEL000535,ORD000535,560001,True,57,False,False,True
DEL000536,ORD000536,110002,True,40,False,False,False
DEL000537,ORD000537,500003,True,22,False,False,False
DEL000538,ORD000538,110002,False,32,False,False,False
DEL000539,ORD000539,700001,True,37,True,False,True
DEL000540,ORD000540,110002,True,66,False,False,False
DEL000541,ORD000541,600001,True,61,False,False,False
DEL000542,ORD000542,500001,False,41,False,False,False
DEL000543,ORD000543,700001,False,27,False,False,True
DEL000544,ORD000544,560001,True,43,False,False,True
DEL000545,ORD000545,500003,True,18,False,False,False
DEL000546,ORD000546,226001,True,29,True,False,True
DEL000547,ORD000547,700001,True,29,False,False,True
DEL000548,ORD000548,600002,True,72,False,True,False
DEL000549,ORD000549,600001,True,15,False,True,False
DEL000550,ORD000550,110001,True,85,False,False,False
DEL000551,ORD000551,110002,True,67,False,True,False
DEL000552,ORD000552,110001,True,86,False,False,False
DEL000553,ORD000553,700001,True,76,False,False,True
DEL000554,ORD000554,500001,True,3,False,False,False
DEL000555,ORD000555,600001,False,37,False,True,False
