order_id,customer_id,product_id,order_date,quantity,base_price,hidden_fee,discount_applied,delivery_type,cart_abandoned,order_hour,final_price
ORD000062,C03549,P0034,2024-02-05,2,563.25,0,0,express,False,23,563.25
ORD000063,C00457,P0113,2024-01-24,8,977.68,0,50,express,False,18,927.68
ORD000064,C02738,P0058,2024-12-04,2,492.42,0,0,standard,True,18,492.42
ORD000065,C03369,P0037,2024-04-26,6,1552.3,0,50,quick,False,22,1502.3
ORD000066,C04135,P0032,2024-05-28,7,799.14,0,100,standard,False,20,699.14
ORD000067,C03696,P0376,2024-02-10,7,2326.32,49,0,standard,False,21,2375.32
ORD000068,C03411,P0398,2024-04-29,1,332.97,0,0,quick,False,17,332.97
ORD000069,C04069,P0202,2024-02-21,8,2054.4,99,0,quick,False,19,2153.4
ORD000070,C03387,P0201,2024-07-13,9,752.45,99,200,standard,False,7,651.45
ORD000071,C03185,P0099,2024-05-22,7,1056.04,0,50,express,True,11,1006.04
ORD000072,C03238,P0397,2024-08-20,8,1726.1,0,200,quick,False,9,1526.1
ORD000073,C00260,P0449,2024-11-21,4,659.82,0,0,quick,True,9,659.82
ORD000074,C01247,P0300,2024-07-05,8,1486.27,0,100,standard,False,21,1386.27
ORD000075,C03333,P0303,2024-03-24,3,645.16,0,0,standard,False,22,645.16
ORD000076,C03322,P0427,2024-07-08,1,739.0,149,200,standard,False,18,688.0
ORD000077,C02573,P0117,2024-06-30,8,511.28,49,0,quick,False,21,560.28
ORD000078,C00125,P0420,2024-04-17,6,209.18,49,0,quick,False,4,258.18
ORD000079,C01229,P0242,2024-12-09,9,663.43,99,0,standard,False,22,762.43
ORD000080,C03211,P0028,2024-05-16,3,2753.36,149,200,quick,False,12,2702.36
ORD000081,C03133,P0226,2024-12-25,8,1182.14,49,0,standard,False,16,1231.14
ORD000082,C01306,P0339,2024-12-15,9,1062.44,0,50,quick,True,23,1012.44
ORD000083,C02101,P0212,2024-11-27,9,820.62,0,50,quick,True,7,770.62
ORD000084,C00135,P0417,2024-02-06,7,398.3,0,200,standard,True,3,198.3
ORD000085,C02377,P0186,2024-11-07,3,229.11,0,0,express,False,10,229.11
ORD000086,C01459,P0112,2024-11-21,3,277.02,0,50,quick,True,16,227.01999999999998
ORD000087,C04231,P0372,2024-03-28,2,103.44,49,0,express,False,18,152.44
ORD000088,C00812,P0298,2024-09-30,1,882.49,0,0,quick,False,6,882.49
ORD000089,C00851,P0160,2024-05-05,2,1268.46,0,0,standard,False,11,1268.46
ORD000090,C01744,P0018,2024-03-24,5,318.25,149,0,standard,True,14,467.25
ORD000091,C01938,P0263,2024-08-24,1,166.44,49,200,standard,False,3,15.439999999999998
ORD000092,C00870,P0158,2024-07-13,4,385.34,99,0,express,False,4,484.34
ORD000093,C00634,P0010,2024-05-18,1,340.77,149,50,standard,True,22,439.77
ORD000094,C00668,P0007,2024-11-23,8,518.6,99,50,standard,True,13,567.6
ORD000095,C01293,P0152,2024-12-18,5,313.66,99,0,standard,True,13,412.66
ORD000096,C03088,P0112,2024-10-12,4,389.58,149,100,express,True,2,438.5799999999999
ORD000097,C00268,P0147,2024-04-22,3,1765.8,0,100,quick,False,2,1665.8
ORD000098,C00860,P0037,2024-12-16,9,384.4,0,50,quick,False,1,334.4
ORD000099,C00481,P0134,2024-06-15,6,1176.67,0,0,standard,False,13,1176.67
ORD000100,C03290,P0372,2024-01-29,1,787.14,0,0,quick,False,4,787.14
ORD000101,C03390,P0460,2024-04-27,8,387.25,99,0,express,True,15,486.25
ORD000102,C01261,P0422,2024-01-17,2,1290.81,0,200,standard,False,6,1090.81
ORD000103,C02332,P0234,2024-06-10,9,731.84,49,100,express,True,14,680.84
ORD000104,C00102,P0254,2024-07-24,7,105.06,0,0,standard,False,2,105.06
ORD000105,C03794,P0073,2024-05-17,3,148.84,49,50,standard,False,11,147.84
ORD000106,C04887,P0327,2024-02-03,4,1076.84,149,100,quick,False,21,1125.84
ORD000107,C04334,P0361,2024-04-18,3,513.08,0,200,quick,True,16,313.08000000000004
ORD000108,C02692,P0373,2024-10-17,6,463.03,99,0,standard,False,12,562.03
ORD000109,C03671,P0490,2024-06-10,9,209.34,49,100,quick,True,18,158.34000000000003
ORD000110,C00881,P0275,2024-04-18,9,218.82,149,0,quick,False,17,367.82
ORD000111,C02235,P0208,2024-12-01,1,1217.78,99,200,quick,True,16,1116.78
ORD000112,C04983,P0266,2024-09-12,6,1335.33,49,0,standard,True,12,1384.33
ORD000113,C03034,P0143,2024-07-21,1,673.69,0,100,quick,True,8,573.69
ORD000114,C04889,P0484,2024-11-25,4,343.82,0,200,express,False,18,143.82
ORD000115,C02577,P0041,2024-08-22,7,1988.03,0,0,quick,True,15,1988.03
ORD000116,C00675,P0223,2024-03-14,4,783.65,99,0,standard,True,20,882.65
ORD000117,C02439,P0345,2024-05-15,9,1213.95,0,200,quick,False,13,1013.95
ORD000118,C01681,P0051,2024-03-12,5,101.3,49,50,express,True,14,100.30000000000001
ORD000119,C01276,P0420,2024-05-06,9,517.89,149,200,standard,True,22,466.89
ORD000120,C04767,P0307,2024-10-14,1,1532.28,149,0,quick,True,15,1681.28
ORD000121,C03247,P0136,2024-10-02,4,387.99,0,50,standard,True,23,337.99
ORD000122,C04934,P0418,2024-05-14,7,1006.65,0,0,standard,True,13,1006.65
ORD000123,C03648,P0194,2024-10-26,2,849.4,99,100,standard,False,5,848.4
ORD000124,C01312,P0094,2024-08-07,9,214.59,99,0,standard,False,4,313.59000000000003
ORD000125,C01073,P0489,2024-10-25,3,1142.86,0,100,standard,False,16,1042.86
ORD000126,C04099,P0390,2024-07-23,4,182.56,0,100,quick,False,4,82.56
ORD000127,C01654,P0257,2024-07-04,4,1010.15,49,200,standard,False,15,859.1500000000001
ORD000128,C03747,P0024,2024-04-22,8,3393.91,0,200,standard,False,22,3193.91
ORD000129,C04088,P0231,2024-03-11,2,2317.75,0,0,express,False,14,2317.75
ORD000130,C01893,P0331,2024-09-17,5,1226.45,99,200,standard,False,4,1125.45
ORD000131,C01285,P0093,2024-09-09,2,634.28,49,0,quick,True,22,683.28
ORD000132,C00534,P0349,2024-02-16,6,885.37,99,200,quick,True,16,784.37
ORD000133,C03447,P0220,2024-01-25,9,1010.65,0,200,standard,True,16,810.65
ORD000134,C01379,P0296,2024-02-26,9,104.91,149,100,standard,False,3,153.91
ORD000135,C00645,P0202,2024-03-19,1,174.6,0,50,standard,False,22,124.6
ORD000136,C00023,P0498,2024-11-17,4,735.28,0,200,express,True,6,535.28
ORD000137,C04652,P0435,2024-03-22,4,103.59,0,200,standard,False,14,-96.41
ORD000138,C04451,P0342,2024-12-14,1,1776.1,0,0,quick,False,15,1776.1
ORD000139,C04965,P0080,2024-08-04,2,569.88,0,100,standard,False,1,469.88
ORD000140,C04670,P0204,2024-11-01,6,307.66,49,100,standard,False,23,256.66
ORD000141,C04124,P0480,2024-02-02,3,449.41,99,50,quick,True,5,498.4100000000001
ORD000142,C00364,P0448,2024-07-16,9,1430.62,49,50,standard,False,17,1429.62
ORD000143,C02655,P0379,2024-07-14,3,1932.96,149,50,standard,True,11,2031.96
ORD000144,C00408,P0487,2024-11-01,3,185.49,49,200,standard,True,3,34.49000000000001
ORD000145,C01314,P0076,2024-08-27,9,1152.43,49,0,standard,False,19,1201.43
ORD000146,C00218,P0037,2024-09-27,3,703.3,99,0,standard,True,13,802.3
ORD000147,C04703,P0194,2024-05-08,6,715.48,99,0,express,True,3,814.48
ORD000148,C01539,P0463,2024-10-10,6,1157.15,0,100,quick,False,3,1057.15
ORD000149,C03433,P0041,2024-01-06,1,275.48,149,50,standard,False,11,374.48
ORD000150,C04953,P0454,2024-12-14,7,629.07,0,0,standard,False,18,629.07
ORD000151,C01602,P0181,2024-02-28,9,368.3,99,100,quick,False,9,367.3
ORD000152,C02704,P0244,2024-12-15,9,168.5,99,50,express,False,1,217.5
ORD000153,C03648,P0194,2024-10-01,9,176.71,149,0,standard,True,16,325.71000000000004
ORD000154,C01105,P0077,2024-05-16,2,201.71,0,0,standard,False,4,201.71
ORD000155,C03411,P0319,2024-11-24,1,766.98,99,100,quick,True,3,765.98
ORD000156,C02488,P0463,2024-06-23,6,177.3,49,200,standard,False,11,26.30000000000001
ORD000157,C00616,P0387,2024-02-27,6,689.95,149,0,standard,False,9,838.95
ORD000158,C04321,P0414,2024-05-30,4,720.22,99,0,standard,True,11,819.22
ORD000159,C02418,P0124,2024-08-10,8,1738.63,0,0,express,True,9,1738.63
ORD000160,C00027,P0140,2024-03-21,5,788.15,99,0,standard,False,9,887.15
ORD000161,C03055,P0026,2024-08-20,7,3066.78,0,100,standard,True,15,2966.78
ORD000162,C00015,P0314,2024-01-02,9,121.04,49,200,quick,False,0,-29.95999999999998
ORD000163,C03348,P0320,2024-05-14,1,951.52,0,50,standard,True,4,901.52
ORD000164,C00332,P0447,2024-09-13,9,117.79,149,0,express,False,4,266.79
ORD000165,C04578,P0280,2024-04-01,4,1013.92,99,0,express,False,18,1112.92
ORD000166,C04661,P0292,2024-09-16,7,440.26,99,100,quick,False,13,439.26
ORD000167,C02161,P0241,2024-02-24,4,760.48,0,50,quick,False,1,710.48
ORD000168,C02085,P0235,2024-11-16,4,358.28,49,50,quick,False,9,357.28
ORD000169,C04549,P0202,2024-06-01,4,220.3,99,50,standard,False,9,269.3
ORD000170,C03953,P0456,2024-11-23,6,998.91,0,100,quick,True,6,898.91
ORD000171,C02789,P0379,2024-09-16,5,1743.92,0,0,standard,False,5,1743.92
ORD000172,C04261,P0326,2024-11-07,2,240.98,0,0,express,False,23,240.98
ORD000173,C02252,P0141,2024-04-11,9,1873.19,49,0,quick,False,15,1922.19
ORD000174,C04973,P0093,2024-03-19,6,204.72,0,0,quick,False,0,204.72
ORD000175,C00244,P0151,2024-07-10,6,1030.37,149,0,express,False,3,1179.37
ORD000176,C01894,P0252,2024-03-23,9,2342.57,0,100,express,False,17,2242.57
ORD000177,C01356,P0066,2024-10-03,1,210.6,0,50,quick,False,11,160.6
ORD000178,C00942,P0175,2024-09-28,7,498.76,0,100,quick,False,2,398.76
ORD000179,C03467,P0102,2024-01-01,3,387.17,0,0,standard,True,1,387.17
ORD000180,C03192,P0090,2024-11-02,4,443.26,149,0,quick,True,13,592.26
ORD000181,C01745,P0192,2024-06-14,1,1078.25,49,0,standard,False,15,1127.25
ORD000182,C04505,P0165,2024-09-07,3,856.62,0,100,express,False,18,756.62
ORD000183,C02357,P0089,2024-01-10,7,2523.6,49,0,quick,False,9,2572.6
ORD000184,C03879,P0325,2024-02-27,6,242.61,0,50,standard,False,18,192.61
ORD000185,C03777,P0314,2024-07-04,1,647.55,0,100,standard,False,14,547.55
ORD000186,C02115,P0489,2024-06-06,9,516.37,0,200,quick,True,10,316.37
ORD000187,C02267,P0267,2024-05-02,4,1857.07,0,0,standard,False,12,1857.07
ORD000188,C02267,P0437,2024-01-30,7,106.47,0,50,standard,True,15,56.47
ORD000189,C01496,P0050,2024-05-03,4,3266.83,149,50,standard,False,23,3365.83
ORD000190,C02796,P0165,2024-10-17,7,556.39,149,0,quick,True,19,705.39
ORD000191,C04481,P0173,2024-02-10,5,786.59,99,100,standard,True,4,785.59
ORD000192,C00929,P0226,2024-02-13,1,411.46,0,0,standard,False,4,411.46
ORD000193,C03324,P0265,2024-09-05,4,1438.88,149,200,standard,True,16,1387.88
ORD000194,C04500,P0008,2024-02-05,3,676.86,149,0,standard,False,20,825.86
ORD000195,C04587,P0086,2024-09-29,6,859.98,0,100,quick,False,14,759.98
ORD000196,C00356,P0093,2024-03-05,6,831.69,99,50,standard,True,14,880.69
ORD000197,C04310,P0051,2024-03-06,1,415.77,0,200,standard,False,21,215.76999999999998
ORD000198,C04064,P0178,2024-12-03,2,154.32,49,0,quick,False,14,203.32
ORD000199,C03841,P0277,2024-08-31,2,1253.11,49,100,standard,False,4,1202.11
ORD000200,C03930,P0238,2024-10-08,4,338.46,0,0,express,True,23,338.46
ORD000201,C04847,P0072,2024-03-25,9,1422.01,49,100,quick,True,10,1371.01
ORD000202,C00826,P0338,2024-05-15,2,755.69,0,0,standard,False,2,755.69
ORD000203,C00665,P0071,2024-09-27,8,404.55,0,0,standard,True,19,404.55
ORD000204,C02028,P0373,2024-11-06,1,730.41,0,200,standard,True,21,530.41
ORD000205,C03691,P0067,2024-08-04,8,824.92,99,0,quick,False,19,923.92
ORD000206,C02582,P0004,2024-04-18,3,957.55,149,0,standard,False,13,1106.55
ORD000207,C00553,P0338,2024-10-03,5,1308.51,0,0,standard,False,12,1308.51
ORD000208,C00327,P0237,2024-12-19,1,220.84,149,0,quick,False,7,369.84000000000003
ORD000209,C01188,P0465,2024-04-12,1,2118.49,49,100,standard,True,12,2067.49
ORD000210,C00149,P0120,2024-12-31,6,469.34,0,50,quick,True,10,419.34
ORD000211,C04752,P0412,2024-06-08,3,1477.53,0,0,quick,False,17,1477.53
ORD000212,C02853,P0210,2024-07-23,8,273.35,99,0,standard,False,1,372.35
ORD000213,C01936,P0261,2024-12-09,4,119.62,0,0,standard,False,21,119.62
ORD000214,C04388,P0324,2024-11-28,6,695.24,99,100,quick,False,14,694.24
ORD000215,C02736,P0057,2024-07-10,9,373.78,99,100,standard,False,23,372.78
ORD000216,C00956,P0042,2024-08-12,8,3014.13,99,100,quick,False,8,3013.13
ORD000217,C03248,P0196,2024-09-21,4,176.22,0,100,standard,False,20,76.22
ORD000218,C00415,P0071,2024-08-19,8,132.92,99,0,quick,False,2,231.92
ORD000219,C03454,P0090,2024-03-02,7,131.24,0,0,express,False,5,131.24
ORD000220,C02645,P0036,2024-05-06,5,270.12,0,0,express,False,22,270.12
ORD000221,C03774,P0490,2024-04-25,7,704.9,0,200,standard,False,0,504.9
ORD000222,C00084,P0313,2024-02-02,7,592.04,0,50,quick,False,18,542.04
ORD000223,C01935,P0236,2024-06-22,2,400.63,0,0,express,True,20,400.63
ORD000224,C01416,P0485,2024-01-11,7,164.09,0,50,standard,False,22,114.09
ORD000225,C01070,P0382,2024-10-28,3,285.36,99,0,standard,True,9,384.36
ORD000226,C03412,P0292,2024-10-10,8,241.46,99,0,standard,False,17,340.46000000000004
ORD000227,C01521,P0465,2024-04-27,8,1057.38,99,0,standard,False,20,1156.38
ORD000228,C01501,P0153,2024-10-28,9,1158.72,0,0,standard,False,3,1158.72
ORD000229,C04091,P0169,2024-04-22,4,1149.45,99,50,standard,False,20,1198.45
ORD000230,C02473,P0271,2024-01-04,3,2531.55,0,50,standard,False,17,2481.55
ORD000231,C00735,P0405,2024-02-06,9,1608.35,99,100,quick,False,2,1607.35
ORD000232,C02838,P0109,2024-12-28,9,581.14,0,50,standard,True,6,531.14
ORD000233,C02562,P0150,2024-11-19,2,474.22,99,100,standard,False,19,473.22
ORD000234,C03906,P0430,2024-01-31,6,1830.93,0,200,standard,False,17,1630.93
ORD000235,C01272,P0450,2024-04-27,3,760.33,149,100,quick,True,18,809.33
ORD000236,C04836,P0130,2024-02-04,5,343.09,0,0,standard,False,1,343.09
ORD000237,C01862,P0267,2024-01-17,2,680.82,0,0,express,False,18,680.82
ORD000238,C04226,P0022,2024-06-18,4,3492.02,0,0,express,False,16,3492.02
ORD000239,C01763,P0366,2024-02-06,3,1424.52,49,200,standard,False,6,1273.52
ORD000240,C04418,P0138,2024-09-20,2,330.2,0,0,standard,False,15,330.2
ORD000241,C00822,P0489,2024-05-01,6,2238.65,0,200,quick,False,16,2038.65
ORD000242,C00542,P0307,2024-05-22,3,2890.56,0,0,standard,False,0,2890.56
ORD000243,C02765,P0238,2024-12-08,4,283.02,49,0,standard,False,3,332.02
ORD000244,C02078,P0433,2024-09-05,6,1680.62,0,200,standard,False,21,1480.62
ORD000245,C00884,P0440,2024-04-19,5,1602.12,149,100,standard,True,17,1651.12
ORD000246,C04286,P0191,2024-10-03,4,127.4,99,50,express,False,5,176.4
ORD000247,C03649,P0126,2024-03-08,4,874.4,49,0,standard,False,0,923.4
ORD000248,C04510,P0429,2024-10-19,2,353.97,49,100,standard,False,8,302.97
ORD000249,C03571,P0028,2024-10-22,4,884.92,149,200,quick,False,6,833.9200000000001
ORD000250,C03933,P0120,2024-08-30,8,1812.8,149,200,standard,False,7,1761.8
ORD000251,C03666,P0197,2024-05-04,5,582.5,0,0,standard,False,22,582.5
ORD000252,C01721,P0173,2024-08-30,8,473.6,0,100,quick,False,18,373.6
ORD000253,C00374,P0143,2024-07-27,6,1880.54,0,200,standard,True,14,1680.54
ORD000254,C00557,P0481,2024-04-07,5,2656.86,49,0,quick,False,2,2705.86
ORD000255,C01280,P0178,2024-02-18,4,143.98,0,50,standard,False,17,93.97999999999999
ORD000256,C03423,P0356,2024-02-19,9,1892.39,0,50,standard,False,19,1842.39
ORD000257,C01128,P0010,2024-12-03,5,159.48,0,0,quick,False,10,159.48
ORD000258,C01360,P0138,2024-08-08,6,386.99,0,100,quick,True,12,286.99
ORD000259,C03597,P0446,2024-06-30,7,1105.53,99,0,quick,False,18,1204.53
ORD000260,C01100,P0436,2024-08-04,1,1149.52,149,0,standard,False,1,1298.52
ORD000261,C01534,P0252,2024-07-29,9,1004.78,99,100,quick,False,15,1003.78
ORD000262,C02625,P0344,2024-08-27,8,126.93,0,50,quick,True,0,76.93
ORD000263,C04127,P0313,2024-01-28,5,198.87,149,200,quick,False,10,147.87
ORD000264,C01631,P0018,2024-12-10,3,2025.58,49,50,standard,False,13,2024.58
ORD000265,C00057,P0159,2024-11-30,5,158.48,99,100,standard,False,5,157.48000000000002
ORD000266,C01127,P0305,2024-11-26,5,156.26,0,0,quick,True,13,156.26
ORD000267,C00311,P0121,2024-02-20,9,1363.01,0,100,standard,False,0,1263.01
ORD000268,C03717,P0071,2024-02-01,7,816.62,0,50,standard,True,16,766.62
ORD000269,C02001,P0054,2024-07-25,2,402.33,0,50,standard,True,10,352.33
ORD000270,C02737,P0459,2024-06-22,5,225.82,149,100,standard,False,12,274.82
ORD000271,C03877,P0168,2024-02-25,9,1607.94,0,100,quick,False,8,1507.94
ORD000272,C02282,P0098,2024-05-07,2,3227.09,0,100,standard,True,2,3127.09
ORD000273,C03183,P0069,2024-04-08,8,134.88,0,50,express,False,3,84.88
ORD000274,C01431,P0148,2024-04-07,3,664.38,0,0,standard,False,3,664.38
ORD000275,C03125,P0116,2024-10-01,4,311.01,149,0,standard,False,17,460.01
ORD000276,C04897,P0025,2024-08-17,2,1349.27,0,0,quick,False,5,1349.27
ORD000277,C04334,P0247,2024-03-12,9,396.33,0,50,quick,False,9,346.33
ORD000278,C01775,P0384,2024-08-04,6,976.78,0,0,standard,False,4,976.78
ORD000279,C01318,P0208,2024-04-03,9,641.85,99,100,express,False,5,640.85
ORD000280,C04207,P0226,2024-05-22,8,644.89,0,200,standard,False,8,444.89
ORD000281,C03159,P0410,2024-08-24,9,1465.35,0,100,standard,False,2,1365.35
ORD000282,C01328,P0433,2024-05-07,5,543.95,0,0,express,False,4,543.95
ORD000283,C04385,P0113,2024-02-08,6,1406.74,99,100,standard,True,9,1405.74
ORD000284,C03974,P0193,2024-08-14,7,415.16,49,200,quick,True,13,264.16
ORD000285,C04677,P0483,2024-10-08,5,233.48,0,50,quick,False,21,183.48
ORD000286,C04465,P0320,2024-02-20,1,524.49,0,0,standard,True,5,524.49
ORD000287,C00219,P0009,2024-01-26,9,581.9,0,100,express,False,1,481.9
ORD000288,C03302,P0094,2024-11-29,2,554.58,99,0,standard,False,19,653.58
ORD000289,C02866,P0120,2024-10-03,7,1255.39,0,0,express,False,10,1255.39
ORD000290,C01896,P0125,2024-01-08,8,681.17,0,0,standard,False,5,681.17
ORD000291,C04444,P0036,2024-02-17,8,1634.26,149,0,standard,False,0,1783.26
ORD000292,C02302,P0068,2024-05-01,1,604.35,99,0,standard,False,22,703.35
ORD000293,C04547,P0296,2024-03-26,7,277.17,0,100,quick,False,1,177.17000000000002
ORD000294,C04184,P0173,2024-07-27,9,196.08,0,200,quick,False,9,-3.9199999999999875
ORD000295,C04966,P0460,2024-09-05,3,1518.39,0,0,express,False,12,1518.39
ORD000296,C03726,P0044,2024-09-03,8,139.47,49,0,standard,True,3,188.47
ORD000297,C02042,P0122,2024-04-19,8,186.58,0,0,standard,False,10,186.58
ORD000298,C00522,P0381,2024-07-24,9,145.04,99,0,express,False,4,244.04
ORD000299,C02707,P0471,2024-01-31,8,484.83,0,50,standard,False,13,434.83
ORD000300,C02998,P0026,2024-03-25,5,631.42,49,0,standard,True,10,680.42
ORD000301,C03921,P0192,2024-07-13,5,113.05,0,0,standard,False,8,113.05
ORD000302,C00909,P0496,2024-01-02,3,606.37,49,0,express,False,12,655.37
ORD000303,C04537,P0339,2024-07-18,6,449.33,99,0,standard,False,3,548.3299999999999
ORD000304,C04133,P0135,2024-05-15,3,1138.96,149,0,quick,False,1,1287.96
ORD000305,C01880,P0194,2024-08-20,2,1339.19,149,50,standard,False,6,1438.19
ORD000306,C03279,P0048,2024-05-26,7,907.56,0,0,quick,True,7,907.56
ORD000307,C04305,P0095,2024-08-04,3,548.05,0,0,express,True,19,548.05
ORD000308,C02560,P0491,2024-12-22,4,269.48,99,200,quick,False,18,168.48000000000002
ORD000309,C03072,P0120,2024-10-11,8,1413.65,0,0,standard,False,7,1413.65
ORD000310,C03826,P0248,2024-12-04,1,391.63,99,0,quick,False,15,490.63
ORD000311,C04476,P0472,2024-09-06,9,407.36,99,50,quick,False,16,456.36
ORD000312,C02875,P0216,2024-03-20,6,1832.95,49,200,standard,False,16,1681.95
ORD000313,C02906,P0113,2024-04-07,2,2698.14,49,100,quick,True,12,2647.14
ORD000314,C04489,P0013,2024-05-31,3,1697.85,99,100,quick,False,3,1696.85
ORD000315,C04491,P0061,2024-04-21,5,4536.61,0,200,quick,False,8,4336.61
ORD000316,C00544,P0042,2024-01-30,6,1521.3,0,100,quick,True,1,1421.3
ORD000317,C03097,P0410,2024-10-23,9,952.02,99,200,standard,True,10,851.02
ORD000318,C03625,P0239,2024-10-04,2,342.52,0,0,express,True,14,342.52
ORD000319,C03505,P0095,2024-02-01,5,2238.69,0,100,quick,False,17,2138.69
ORD000320,C01084,P0026,2024-06-09,7,1563.78,0,100,standard,True,13,1463.78
ORD000321,C00552,P0323,2024-01-30,7,291.79,99,200,standard,False,2,190.79000000000002
ORD000322,C01153,P0382,2024-01-26,4,569.19,149,0,quick,False,15,718.19
